months_as_customer,age,policy_bind_date,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,incident_severity,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
258,46,1999-03-09,IN,1000,1110.37,10000000,MALE,MD,machine-op-inspct,other-relative,34400,-56800,2015-01-24,Multi-vehicle Collision,Total Loss,NY,Riverwood,14,3,NO,0,1,47700,4770,9540,33390,Accura,MDX,1997,Y
107,31,1991-02-13,IL,2000,1374.22,0,FEMALE,PhD,machine-op-inspct,other-relative,62000,-63100,2015-02-26,Single Vehicle Collision,Minor Damage,SC,Hillsdale,16,1,NO,0,3,51260,9320,9320,32620,Suburu,Legacy,2002,N
225,41,1993-08-05,OH,2000,1103.58,0,MALE,High School,exec-managerial,unmarried,41200,-36200,2015-01-19,Multi-vehicle Collision,Major Damage,NY,Northbend,20,3,?,2,2,70400,6400,12800,51200,Toyota,Highlander,2011,Y
164,38,1997-10-31,IL,2000,1269.76,0,FEMALE,PhD,transport-moving,not-in-family,44300,0,2015-01-17,Single Vehicle Collision,Minor Damage,NY,Hillsdale,4,1,NO,1,3,90000,18000,9000,63000,Ford,Fusion,2015,N
245,39,2001-04-21,OH,500,964.79,8000000,FEMALE,Associate,adm-clerical,husband,58000,0,2015-02-20,Multi-vehicle Collision,Minor Damage,NY,Arlington,7,3,?,0,1,72820,13240,6620,52960,BMW,3 Series,2010,N
255,41,2013-01-08,IL,2000,1167.3,4000000,MALE,High School,priv-house-serv,other-relative,0,0,2015-02-22,Single Vehicle Collision,Minor Damage,SC,Hillsdale,22,1,NO,2,0,69300,13860,13860,41580,Volkswagen,Passat,2000,N
206,36,2009-07-23,IL,500,1625.45,4000000,FEMALE,MD,other-service,other-relative,0,-53700,2015-01-23,Single Vehicle Collision,Major Damage,NY,Northbrook,11,1,NO,2,1,76560,12760,12760,51040,Ford,Fusion,2008,Y
203,38,1998-02-20,IL,500,1394.43,0,FEMALE,Masters,other-service,not-in-family,0,0,2015-01-31,Single Vehicle Collision,Major Damage,VA,Columbus,7,1,?,0,1,55440,0,6160,49280,Nissan,Maxima,1999,Y
22,25,2008-03-13,OH,2000,1053.24,0,FEMALE,College,prof-specialty,other-relative,51100,0,2015-01-05,Multi-vehicle Collision,Total Loss,NC,Arlington,0,4,YES,1,0,77130,8570,17140,51420,Accura,MDX,1995,N
211,35,1996-08-20,IL,500,1040.75,0,FEMALE,JD,prof-specialty,not-in-family,0,0,2015-02-03,Single Vehicle Collision,Total Loss,WV,Northbend,1,1,YES,1,1,42000,7000,7000,28000,BMW,X5,2011,N
206,39,2014-07-27,IN,1000,1302.4,6000000,MALE,JD,craft-repair,unmarried,47200,-69700,2015-02-17,Multi-vehicle Collision,Total Loss,NY,Hillsdale,12,3,NO,2,3,36300,3300,9900,23100,Ford,Escape,2013,N
166,38,1992-11-09,IL,2000,1588.55,0,MALE,MD,protective-serv,unmarried,59600,-32100,2015-01-09,Single Vehicle Collision,Total Loss,WV,Columbus,8,1,NO,0,0,40320,5760,5760,28800,Suburu,Impreza,2001,N
165,32,2012-06-04,IN,500,1399.26,0,FEMALE,High School,tech-support,own-child,70500,0,2015-02-08,Parked Car,Minor Damage,PA,Northbrook,9,1,?,2,0,3960,330,660,2970,BMW,M5,1998,N
274,43,2001-05-13,OH,2000,1352.31,0,MALE,College,farming-fishing,wife,40700,-47300,2015-02-06,Single Vehicle Collision,Major Damage,NY,Northbend,22,1,YES,0,3,63840,10640,10640,42560,BMW,X5,2006,Y
81,28,2011-09-17,IL,1000,1139.0,6000000,FEMALE,Masters,sales,husband,42400,0,2015-01-14,Multi-vehicle Collision,Major Damage,SC,Northbend,0,3,?,1,2,44730,4970,4970,34790,Saab,92x,2000,Y
280,45,2011-07-15,IN,1000,1397.67,0,MALE,JD,machine-op-inspct,wife,57900,0,2015-01-22,Multi-vehicle Collision,Minor Damage,NY,Arlington,0,3,YES,1,2,84720,14120,14120,56480,Ford,Escape,1999,N
194,39,2005-07-27,IN,500,823.17,0,MALE,Masters,adm-clerical,own-child,0,0,2015-02-23,Multi-vehicle Collision,Major Damage,WV,Columbus,3,3,?,2,2,61500,6150,12300,43050,Dodge,RAM,2012,N
112,27,2005-10-18,OH,500,965.13,0,FEMALE,Masters,tech-support,unmarried,60000,-54800,2015-02-22,Multi-vehicle Collision,Major Damage,NC,Arlington,21,3,?,0,1,51000,8500,8500,34000,Nissan,Pathfinder,2013,N
24,33,1996-01-19,IL,1000,1922.84,0,FEMALE,High School,machine-op-inspct,wife,0,-45200,2015-01-24,Single Vehicle Collision,Total Loss,WV,Northbend,0,1,?,2,1,46800,4680,9360,32760,Jeep,Wrangler,2002,N
93,32,2005-09-29,OH,2000,1624.82,0,MALE,PhD,exec-managerial,unmarried,65300,-65600,2015-02-09,Single Vehicle Collision,Minor Damage,WV,Northbend,16,1,?,1,1,78120,17360,8680,52080,BMW,3 Series,2006,N
171,34,1997-02-18,IN,2000,1277.25,0,FEMALE,College,exec-managerial,other-relative,84900,0,2015-01-19,Single Vehicle Collision,Major Damage,NY,Springfield,14,1,NO,1,2,69200,13840,6920,48440,Volkswagen,Passat,1996,Y
200,40,2010-05-11,IL,1000,1439.34,0,FEMALE,High School,sales,other-relative,45300,-20400,2015-01-01,Vehicle Theft,Minor Damage,VA,Riverwood,9,1,?,0,0,3690,410,410,2870,Ford,Escape,2015,N
120,28,2009-02-06,IL,1000,1281.27,0,FEMALE,PhD,tech-support,not-in-family,68900,0,2015-01-07,Multi-vehicle Collision,Minor Damage,SC,Springfield,9,3,NO,0,3,65500,6550,6550,52400,BMW,X5,2010,N
325,46,2013-07-09,IL,500,1348.83,0,FEMALE,High School,prof-specialty,wife,46300,-77500,2015-02-01,Multi-vehicle Collision,Minor Damage,NC,Springfield,21,3,?,1,2,76120,13840,6920,55360,Toyota,Camry,1999,N
124,32,1992-06-06,IL,1000,1198.15,0,FEMALE,MD,other-service,not-in-family,0,-43200,2015-02-21,Multi-vehicle Collision,Total Loss,VA,Springfield,19,3,NO,0,2,73560,12260,12260,49040,BMW,X5,1995,N
211,35,1998-03-08,OH,2000,1221.22,0,MALE,Masters,machine-op-inspct,other-relative,76000,0,2015-01-21,Single Vehicle Collision,Total Loss,NY,Northbend,2,1,YES,0,1,52030,9460,4730,37840,Mercedes,E400,2008,N
287,41,2004-03-29,IL,2000,968.74,0,MALE,Masters,transport-moving,wife,0,-49000,2015-01-19,Vehicle Theft,Trivial Damage,SC,Northbrook,9,1,?,2,3,5170,470,940,3760,Suburu,Forrestor,2001,N
122,34,2006-06-01,IN,1000,1220.71,0,MALE,PhD,machine-op-inspct,own-child,58600,-28700,2015-02-27,Parked Car,Minor Damage,SC,Northbend,5,1,?,2,1,8190,1890,1260,5040,Chevrolet,Silverado,2013,N
22,29,1994-06-08,IN,2000,1238.62,6000000,MALE,MD,exec-managerial,other-relative,0,-56200,2015-02-14,Single Vehicle Collision,Major Damage,SC,Springfield,14,1,?,2,3,70800,7080,14160,49560,Accura,MDX,2012,Y
106,31,1998-02-12,IL,2000,1320.75,0,FEMALE,JD,farming-fishing,wife,54100,0,2015-02-01,Multi-vehicle Collision,Total Loss,WV,Springfield,20,3,?,0,3,45630,5070,5070,35490,Accura,MDX,2011,N
398,58,2000-11-16,OH,500,990.98,0,FEMALE,Associate,exec-managerial,wife,0,-57900,2015-02-02,Single Vehicle Collision,Major Damage,NC,Northbrook,18,1,YES,2,1,99320,7640,15280,76400,Accura,TL,2002,Y
214,41,2004-10-24,IL,500,1398.51,4000000,MALE,Masters,tech-support,not-in-family,0,-57100,2015-02-01,Multi-vehicle Collision,Major Damage,NC,Northbend,13,3,?,2,0,64000,12800,6400,44800,BMW,X6,1996,Y
209,38,2009-11-08,OH,500,1355.08,0,FEMALE,MD,other-service,other-relative,58100,0,2015-01-19,Single Vehicle Collision,Minor Damage,WV,Northbrook,21,1,?,1,1,47300,4730,4730,37840,Nissan,Pathfinder,2014,N
82,27,1996-09-21,IL,1000,1384.51,0,MALE,PhD,adm-clerical,not-in-family,13100,-38200,2015-02-18,Single Vehicle Collision,Major Damage,SC,Springfield,14,1,NO,2,3,71680,8960,8960,53760,Volkswagen,Jetta,2007,Y
193,41,1995-07-16,OH,500,847.03,0,FEMALE,JD,craft-repair,not-in-family,0,0,2015-02-08,Single Vehicle Collision,Major Damage,SC,Springfield,1,1,?,1,0,112320,17280,17280,77760,Suburu,Impreza,2011,Y
134,32,2001-06-09,OH,1000,1000.06,0,FEMALE,PhD,farming-fishing,wife,0,0,2015-01-09,Single Vehicle Collision,Total Loss,NY,Columbus,17,1,?,1,0,82720,7520,15040,60160,Audi,A3,2014,N
288,45,2002-10-06,IL,1000,1046.71,0,MALE,Masters,priv-house-serv,husband,0,0,2015-02-27,Multi-vehicle Collision,Major Damage,NC,Hillsdale,4,3,?,2,1,48060,10680,5340,32040,Mercedes,C300,2009,N
104,32,1997-07-14,IN,500,1158.03,0,MALE,High School,exec-managerial,own-child,31900,-44600,2015-01-08,Multi-vehicle Collision,Total Loss,NY,Riverwood,23,3,YES,1,3,63570,9780,9780,44010,Volkswagen,Jetta,2006,Y
431,54,1994-11-11,OH,1000,1372.27,0,FEMALE,Masters,craft-repair,own-child,17600,0,2015-01-08,Multi-vehicle Collision,Total Loss,WV,Columbus,13,3,NO,2,3,63240,10540,10540,42160,Suburu,Forrestor,1997,N
101,33,2012-06-23,OH,1000,1053.04,7000000,FEMALE,Masters,other-service,own-child,52000,-44500,2015-02-24,Multi-vehicle Collision,Minor Damage,NC,Northbrook,20,3,NO,1,3,54240,9040,9040,36160,Saab,93,2013,Y
375,50,2007-02-18,OH,1000,1275.39,0,MALE,Associate,sales,other-relative,0,0,2015-02-12,Single Vehicle Collision,Major Damage,NY,Riverwood,16,1,YES,2,3,37280,0,0,37280,Audi,A5,1996,Y
461,61,2005-06-27,OH,2000,1402.75,0,MALE,JD,exec-managerial,husband,0,0,2015-02-18,Multi-vehicle Collision,Minor Damage,NY,Columbus,10,3,?,2,1,72100,7210,14420,50470,Jeep,Wrangler,2006,N
428,59,1999-09-29,IN,500,1344.36,7000000,FEMALE,JD,prof-specialty,other-relative,0,0,2015-02-06,Parked Car,Minor Damage,WV,Northbend,8,1,?,2,3,6500,1300,650,4550,Saab,92x,2013,N
45,38,2006-05-14,IN,1000,1197.71,0,MALE,Masters,machine-op-inspct,not-in-family,29000,0,2015-02-14,Multi-vehicle Collision,Total Loss,WV,Springfield,17,3,?,2,0,78240,13040,13040,52160,Suburu,Legacy,2013,N
136,29,2010-04-29,OH,500,1203.24,0,FEMALE,JD,transport-moving,other-relative,62500,-66900,2015-02-05,Vehicle Theft,Minor Damage,NY,Columbus,9,1,?,2,0,6200,1240,620,4340,Honda,Accord,1999,N
216,36,1992-11-10,IN,1000,1152.4,0,FEMALE,Associate,priv-house-serv,unmarried,39600,-82400,2015-01-25,Parked Car,Minor Damage,VA,Springfield,0,1,YES,2,3,6160,560,1680,3920,Mercedes,E400,2014,N
278,48,1999-07-24,IN,2000,1142.62,7000000,FEMALE,MD,farming-fishing,not-in-family,0,-54000,2015-01-16,Single Vehicle Collision,Total Loss,SC,Northbrook,12,1,?,2,0,76050,11700,11700,52650,Chevrolet,Silverado,1997,N
295,48,1992-02-22,OH,1000,1332.07,0,FEMALE,MD,exec-managerial,unmarried,49700,-59100,2015-01-28,Multi-vehicle Collision,Total Loss,NY,Hillsdale,20,2,NO,2,1,86060,13240,13240,59580,Volkswagen,Passat,2002,N
112,30,2002-09-13,OH,1000,1166.54,0,FEMALE,Masters,prof-specialty,not-in-family,47700,-59300,2015-01-21,Single Vehicle Collision,Major Damage,SC,Arlington,3,1,YES,2,0,107900,10790,21580,75530,Dodge,Neon,1997,Y
122,34,2003-08-09,IL,500,1495.06,0,FEMALE,Masters,prof-specialty,unmarried,38100,-31400,2015-01-07,Multi-vehicle Collision,Total Loss,PA,Columbus,18,3,NO,2,0,99990,18180,18180,63630,Mercedes,E400,2011,N
108,29,2007-12-04,IN,1000,1337.92,0,FEMALE,PhD,armed-forces,not-in-family,71400,0,2015-02-23,Multi-vehicle Collision,Minor Damage,WV,Columbus,4,3,NO,2,2,61380,11160,5580,44640,Suburu,Legacy,2012,N
14,28,2002-07-22,OH,2000,1587.96,0,FEMALE,Associate,craft-repair,unmarried,0,-26900,2015-02-14,Single Vehicle Collision,Major Damage,WV,Riverwood,18,1,?,2,1,71280,12960,12960,45360,Audi,A5,2012,Y
298,45,1992-07-03,IL,1000,1362.29,0,MALE,High School,farming-fishing,unmarried,0,-51100,2015-02-27,Multi-vehicle Collision,Minor Damage,NY,Northbend,18,3,NO,0,0,64000,12800,6400,44800,Saab,95,1999,N
276,46,2005-03-29,IL,500,1448.84,0,FEMALE,Masters,machine-op-inspct,husband,0,-50000,2015-02-21,Parked Car,Trivial Damage,SC,Hillsdale,7,1,?,0,1,5940,660,660,4620,Toyota,Highlander,2015,N
47,37,2008-03-16,IN,2000,1241.97,0,MALE,High School,other-service,not-in-family,75400,0,2015-01-05,Parked Car,Minor Damage,NY,Hillsdale,18,1,NO,1,0,6700,670,670,5360,Jeep,Wrangler,2011,N
222,42,1999-05-23,IL,500,1124.6,0,MALE,Associate,armed-forces,not-in-family,0,0,2015-01-30,Multi-vehicle Collision,Minor Damage,NY,Arlington,23,3,YES,0,0,51740,11940,7960,31840,Jeep,Wrangler,2006,N
119,28,2012-11-22,OH,2000,1079.92,0,MALE,High School,machine-op-inspct,husband,88800,0,2015-02-26,Single Vehicle Collision,Total Loss,PA,Riverwood,1,1,?,0,1,53600,6700,6700,40200,Volkswagen,Jetta,2007,Y
73,29,1993-01-29,IL,1000,1447.78,0,MALE,College,protective-serv,wife,35100,-59900,2015-01-10,Multi-vehicle Collision,Total Loss,SC,Arlington,15,3,YES,1,0,44910,4990,4990,34930,Dodge,Neon,2001,N
8,31,2003-02-11,IN,500,1229.16,4000000,FEMALE,MD,transport-moving,wife,0,-88300,2015-02-23,Multi-vehicle Collision,Major Damage,PA,Hillsdale,2,3,?,0,2,48100,11100,7400,29600,Volkswagen,Jetta,2014,N
294,44,1990-08-15,IL,1000,1226.49,0,FEMALE,PhD,farming-fishing,unmarried,53900,0,2015-02-05,Vehicle Theft,Trivial Damage,WV,Riverwood,3,1,NO,0,1,6100,610,1220,4270,Ford,Fusion,2002,N
324,46,2010-03-06,IN,2000,897.89,6000000,MALE,MD,tech-support,wife,0,-41300,2015-01-21,Single Vehicle Collision,Minor Damage,PA,Hillsdale,13,1,?,1,0,79600,15920,15920,47760,Jeep,Wrangler,2011,N
155,34,1990-09-27,IN,500,1706.79,0,MALE,Masters,protective-serv,other-relative,0,0,2015-01-07,Single Vehicle Collision,Minor Damage,OH,Hillsdale,1,1,NO,1,1,77040,8560,8560,59920,Honda,Civic,1998,N
261,45,2005-06-17,IL,1000,1254.18,0,FEMALE,PhD,prof-specialty,other-relative,0,-45100,2015-01-11,Single Vehicle Collision,Minor Damage,SC,Columbus,16,1,YES,0,1,62590,11380,11380,39830,Volkswagen,Jetta,2003,N
245,40,2001-09-14,IN,500,885.08,0,FEMALE,Masters,armed-forces,other-relative,27000,-58900,2015-02-06,Single Vehicle Collision,Total Loss,WV,Northbend,0,1,YES,0,1,85150,13100,13100,58950,Chevrolet,Malibu,1998,N
235,39,2011-01-07,IL,500,1046.58,4000000,MALE,MD,tech-support,wife,0,-31700,2015-01-24,Vehicle Theft,Trivial Damage,NY,Hillsdale,1,1,?,2,1,4950,450,900,3600,Chevrolet,Silverado,2010,N
53,36,2003-09-13,OH,2000,1712.68,0,MALE,Associate,handlers-cleaners,not-in-family,72200,0,2015-02-18,Multi-vehicle Collision,Major Damage,VA,Riverwood,17,3,?,2,0,51100,10220,5110,35770,Audi,A3,2006,N
426,54,1997-10-24,IL,2000,1097.71,0,FEMALE,Masters,adm-clerical,not-in-family,29600,-22300,2015-01-12,Single Vehicle Collision,Minor Damage,SC,Springfield,13,1,YES,2,3,100800,16800,16800,67200,Dodge,Neon,1997,N
111,27,2009-01-04,IN,500,1363.77,4000000,FEMALE,Masters,tech-support,husband,51100,0,2015-01-17,Single Vehicle Collision,Total Loss,VA,Springfield,12,1,YES,2,3,90970,16540,16540,57890,Accura,RSX,2009,N
86,26,1998-10-12,OH,500,1382.88,7000000,MALE,JD,tech-support,other-relative,0,-30300,2015-01-12,Single Vehicle Collision,Minor Damage,SC,Northbend,11,1,?,1,1,81840,14880,7440,59520,Chevrolet,Malibu,2011,Y
296,46,1993-02-23,OH,1000,1141.35,7000000,MALE,Masters,craft-repair,not-in-family,0,0,2015-01-06,Single Vehicle Collision,Major Damage,NY,Northbend,18,1,?,0,2,54900,5490,5490,43920,Mercedes,C300,2013,N
125,35,1996-07-07,OH,500,1054.83,7000000,MALE,JD,tech-support,husband,0,-51300,2015-02-25,Single Vehicle Collision,Total Loss,NY,Northbend,17,1,YES,2,3,88660,8060,16120,64480,Mercedes,C300,2007,Y
177,34,2013-01-23,IL,2000,1057.77,0,FEMALE,JD,tech-support,unmarried,0,-57700,2015-02-16,Multi-vehicle Collision,Total Loss,NC,Riverwood,22,3,?,1,1,18000,2250,2250,13500,Audi,A3,2009,N
238,39,2006-12-06,IN,2000,1488.02,0,FEMALE,JD,protective-serv,other-relative,0,-39200,2015-02-25,Vehicle Theft,Minor Damage,NY,Northbrook,9,1,YES,1,3,5500,1100,550,3850,Chevrolet,Tahoe,2010,N
81,25,2014-02-23,IN,500,920.3,5000000,FEMALE,High School,tech-support,own-child,51000,-67900,2015-02-21,Multi-vehicle Collision,Major Damage,WV,Hillsdale,11,3,?,1,0,73920,13440,6720,53760,Honda,Civic,2003,Y
128,28,2007-11-16,OH,1000,986.53,0,FEMALE,High School,adm-clerical,other-relative,62700,0,2015-02-16,Single Vehicle Collision,Total Loss,VA,Columbus,11,1,NO,0,2,101860,18520,18520,64820,Honda,CRV,2007,N
449,57,1999-04-17,OH,2000,1440.68,0,MALE,Associate,tech-support,own-child,25000,0,2015-02-09,Parked Car,Minor Damage,SC,Riverwood,8,1,YES,0,1,5390,980,980,3430,Volkswagen,Passat,2008,N
252,39,2006-02-06,IN,1000,1086.21,0,MALE,JD,farming-fishing,unmarried,68500,-57500,2015-02-13,Single Vehicle Collision,Minor Damage,SC,Springfield,18,1,?,1,2,50490,5610,5610,39270,Nissan,Maxima,2001,N
359,47,1993-10-20,OH,2000,1367.68,0,FEMALE,MD,handlers-cleaners,unmarried,0,0,2015-01-11,Single Vehicle Collision,Total Loss,SC,Arlington,13,1,NO,0,3,55500,5550,11100,38850,Mercedes,C300,2012,N
19,32,2006-01-01,OH,1000,1215.85,0,MALE,High School,other-service,husband,42900,-90200,2015-01-02,Vehicle Theft,Minor Damage,VA,Hillsdale,8,1,YES,1,1,7040,1280,640,5120,Nissan,Maxima,2015,N
73,26,2003-04-04,IL,2000,1191.19,4000000,MALE,MD,farming-fishing,not-in-family,29300,0,2015-02-12,Multi-vehicle Collision,Total Loss,VA,Northbrook,9,3,?,0,1,40160,5020,0,35140,Chevrolet,Tahoe,2003,N
285,44,2014-07-05,IL,1000,1594.45,0,MALE,High School,handlers-cleaners,husband,0,0,2015-02-05,Multi-vehicle Collision,Total Loss,NC,Columbus,17,2,YES,2,3,55680,6960,6960,41760,Saab,95,2006,N
196,36,1996-01-16,IN,2000,1463.07,0,MALE,MD,armed-forces,own-child,0,0,2015-01-24,Vehicle Theft,Trivial Damage,WV,Springfield,3,1,?,1,1,5300,530,530,4240,Jeep,Grand Cherokee,2001,Y
223,43,2002-04-19,OH,500,1734.09,0,FEMALE,MD,adm-clerical,not-in-family,0,0,2015-01-12,Parked Car,Trivial Damage,WV,Arlington,6,1,YES,0,3,5200,650,650,3900,Accura,MDX,2006,N
328,48,2005-12-10,IL,500,1411.43,0,MALE,Masters,armed-forces,own-child,45100,-32800,2015-01-16,Single Vehicle Collision,Major Damage,NY,Riverwood,17,1,YES,2,1,59400,5940,11880,41580,Honda,Civic,2014,N
285,43,1994-11-07,OH,2000,1512.58,0,FEMALE,College,sales,other-relative,47600,0,2015-01-13,Vehicle Theft,Minor Damage,SC,Arlington,7,1,?,1,1,2520,280,280,1960,BMW,3 Series,1997,N
30,31,2012-06-02,IL,2000,1153.35,0,MALE,PhD,craft-repair,not-in-family,0,0,2015-02-02,Vehicle Theft,Trivial Damage,NY,Hillsdale,9,1,NO,2,1,5760,960,960,3840,Suburu,Impreza,2011,N
342,49,1998-04-07,OH,500,1722.95,0,MALE,PhD,transport-moving,not-in-family,63100,-13800,2015-02-28,Single Vehicle Collision,Minor Damage,WV,Hillsdale,3,1,?,2,0,76700,7670,7670,61360,Suburu,Legacy,2006,N
219,39,2007-04-25,IN,2000,1281.07,7000000,FEMALE,High School,protective-serv,unmarried,0,0,2015-01-18,Parked Car,Trivial Damage,NY,Springfield,6,1,NO,0,2,5920,740,740,4440,Chevrolet,Malibu,2015,N
468,62,2000-06-30,IL,500,1011.92,0,MALE,PhD,machine-op-inspct,wife,0,0,2015-02-15,Multi-vehicle Collision,Major Damage,SC,Riverwood,7,3,YES,0,3,64350,7150,7150,50050,Chevrolet,Tahoe,2009,N
241,39,1996-06-04,IL,2000,1042.26,0,MALE,JD,sales,husband,0,0,2015-01-31,Multi-vehicle Collision,Total Loss,WV,Northbend,21,3,NO,1,2,19080,4240,2120,12720,Saab,93,1995,N
223,43,2009-05-09,OH,500,1235.1,0,FEMALE,Masters,tech-support,not-in-family,66400,-34400,2015-02-10,Single Vehicle Collision,Minor Damage,SC,Springfield,14,1,NO,2,1,54400,5440,5440,43520,BMW,M5,2011,N
128,32,2001-07-08,OH,2000,768.91,0,FEMALE,College,sales,other-relative,0,-39300,2015-02-26,Single Vehicle Collision,Total Loss,SC,Columbus,0,1,?,1,0,59800,5980,5980,47840,Ford,F150,1999,Y
124,29,1993-09-20,OH,500,1301.72,0,MALE,Masters,handlers-cleaners,husband,0,0,2015-02-25,Multi-vehicle Collision,Major Damage,VA,Springfield,14,3,?,0,3,72000,7200,7200,57600,Audi,A3,2005,N
343,48,2009-11-03,IN,500,1451.54,3000000,MALE,JD,adm-clerical,husband,0,0,2015-01-08,Multi-vehicle Collision,Total Loss,SC,Riverwood,13,4,NO,2,3,65070,7230,14460,43380,Mercedes,C300,2003,N
404,53,2014-12-10,IN,500,767.14,0,MALE,Associate,sales,not-in-family,25500,-36700,2015-01-14,Parked Car,Trivial Damage,WV,Columbus,8,1,NO,0,1,8800,1760,880,6160,Suburu,Legacy,2002,N
63,24,1994-01-08,OH,2000,1620.89,0,FEMALE,High School,handlers-cleaners,other-relative,0,0,2015-02-03,Vehicle Theft,Minor Damage,NC,Hillsdale,7,1,NO,2,0,6120,1020,1020,4080,Toyota,Corolla,2015,N
210,37,2006-08-05,IN,2000,1048.46,0,MALE,High School,priv-house-serv,not-in-family,59900,0,2015-01-05,Vehicle Theft,Trivial Damage,OH,Columbus,9,1,?,1,2,7080,1180,590,5310,Dodge,RAM,1999,N
335,50,2007-02-07,OH,1000,1538.26,6000000,MALE,High School,sales,other-relative,62200,-31400,2015-01-24,Multi-vehicle Collision,Minor Damage,NY,Riverwood,12,3,YES,2,3,34320,8580,4290,21450,Volkswagen,Passat,2009,N
11,40,2001-04-09,OH,2000,1217.69,0,FEMALE,MD,prof-specialty,wife,24000,0,2015-01-26,Multi-vehicle Collision,Major Damage,SC,Springfield,6,3,?,1,0,53460,9720,9720,34020,Dodge,Neon,2004,Y
142,33,1995-02-17,IN,2000,1362.64,5000000,FEMALE,JD,exec-managerial,wife,0,0,2015-01-21,Single Vehicle Collision,Total Loss,NC,Columbus,11,1,YES,1,3,81360,6780,13560,61020,Suburu,Legacy,2009,Y
272,43,1995-07-25,OH,1000,1279.13,0,MALE,PhD,craft-repair,other-relative,0,0,2015-02-06,Multi-vehicle Collision,Minor Damage,NC,Springfield,5,3,?,1,2,81070,7370,14740,58960,Audi,A3,2006,Y
69,26,2006-03-24,IL,2000,924.72,0,FEMALE,High School,machine-op-inspct,unmarried,0,0,2015-01-07,Single Vehicle Collision,Minor Damage,NY,Columbus,14,1,NO,2,2,63120,5260,10520,47340,Audi,A5,2008,N
38,28,1995-03-28,OH,1000,1019.44,0,MALE,Masters,transport-moving,not-in-family,0,-39700,2015-02-10,Vehicle Theft,Trivial Damage,NC,Springfield,17,1,?,2,1,7200,1440,720,5040,BMW,X5,2004,N
328,46,1996-06-19,IL,500,1314.6,0,FEMALE,MD,prof-specialty,not-in-family,24800,0,2015-02-23,Single Vehicle Collision,Total Loss,WV,Hillsdale,0,1,?,2,3,70290,12780,6390,51120,Saab,92x,1998,Y
281,43,1993-06-16,OH,1000,1515.18,6000000,MALE,College,priv-house-serv,other-relative,0,0,2015-01-09,Multi-vehicle Collision,Minor Damage,SC,Northbrook,21,3,NO,1,0,60190,9260,9260,41670,BMW,X6,1999,N
246,44,2001-07-11,OH,2000,1649.18,0,MALE,College,farming-fishing,other-relative,0,-58600,2015-02-22,Single Vehicle Collision,Major Damage,NY,Hillsdale,18,1,YES,1,2,61380,11160,5580,44640,Honda,Civic,2009,Y
298,49,2008-11-22,OH,500,1451.01,0,FEMALE,College,other-service,own-child,47800,0,2015-02-21,Single Vehicle Collision,Minor Damage,NY,Springfield,17,1,NO,2,2,28100,2810,5620,19670,Jeep,Grand Cherokee,2012,N
330,50,2002-12-28,IL,1000,978.46,0,FEMALE,High School,sales,husband,0,0,2015-02-04,Single Vehicle Collision,Total Loss,NY,Hillsdale,19,1,YES,0,0,49060,8920,8920,31220,Chevrolet,Silverado,1995,N
362,50,2006-01-01,IL,500,1198.34,4000000,MALE,Associate,sales,wife,53000,-72500,2015-01-07,Multi-vehicle Collision,Total Loss,NY,Columbus,17,3,?,1,1,57060,6340,6340,44380,Mercedes,E400,1995,N
241,38,1990-05-19,IN,2000,1003.23,0,FEMALE,Associate,tech-support,not-in-family,0,0,2015-01-17,Multi-vehicle Collision,Major Damage,VA,Arlington,23,3,?,0,3,77880,12980,12980,51920,Accura,MDX,2008,N
245,41,2013-08-26,IN,2000,1212.0,0,MALE,Masters,exec-managerial,unmarried,24400,-60500,2015-01-28,Single Vehicle Collision,Total Loss,NY,Springfield,4,1,YES,0,1,73500,7350,14700,51450,Jeep,Wrangler,1999,N
371,52,1997-10-12,IL,1000,1242.96,7000000,FEMALE,High School,other-service,own-child,0,-37100,2015-02-22,Multi-vehicle Collision,Minor Damage,NY,Riverwood,2,2,YES,2,0,88920,6840,13680,68400,Accura,RSX,2010,N
343,52,2002-01-21,IL,1000,1053.02,0,FEMALE,Associate,prof-specialty,not-in-family,0,0,2015-02-16,Single Vehicle Collision,Major Damage,NY,Arlington,2,1,?,0,2,47630,12990,4330,30310,Toyota,Corolla,2005,Y
377,53,1996-09-02,IL,500,1693.63,0,FEMALE,MD,craft-repair,unmarried,0,-64000,2015-02-17,Multi-vehicle Collision,Total Loss,WV,Hillsdale,10,3,YES,1,3,59040,6560,6560,45920,Saab,93,2015,N
